Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Measurements,Price,Data Url
1586555,ROUND,0.2,VVS1,F,EX,EX,VG,N,3.71-3.74×2.35,815.90,https://capitalwholesalediamonds.com/product/0-2-ct-round-79/
1586555,ROUND,0.2,VVS1,F,EX,EX,VG,N,3.71-3.74×2.35,815.90,https://capitalwholesalediamonds.com/product/0-2-ct-round-122/
1757175,ROUND,0.3,SI1,G,GD,F,VG,M,4.22-4.25×2.67,817.62,https://capitalwholesalediamonds.com/product/0-3-ct-round-4861/
1758158,ROUND,0.31,SI1,K,EX,EX,EX,N,4.43-4.45×2.69,817.94,https://capitalwholesalediamonds.com/product/0-31-ct-round-1207/
1780350,ROUND,0.18,VVS2,E,EX,EX,EX,N,3.65-3.68×2.19,818.92,https://capitalwholesalediamonds.com/product/0-18-ct-round-39/
1780350,ROUND,0.18,VVS2,E,EX,EX,EX,N,3.65-3.68×2.19,818.92,https://capitalwholesalediamonds.com/product/0-18-ct-round-62/
1779725,ROUND,0.3,SI1,K,EX,EX,EX,N,4.32-4.35×2.65,820.19,https://capitalwholesalediamonds.com/product/0-3-ct-round-5800/
1576880,ROUND,0.19,VVS1,E,EX,EX,EX,N,3.73-3.75×2.27,820.26,https://capitalwholesalediamonds.com/product/0-19-ct-round-32/
1576880,ROUND,0.19,VVS1,E,EX,EX,EX,N,3.73-3.75×2.27,820.26,https://capitalwholesalediamonds.com/product/0-19-ct-round-60/
1780348,ROUND,0.2,VVS2,E,EX,EX,VG,N,3.75-3.78×2.30,820.63,https://capitalwholesalediamonds.com/product/0-2-ct-round-46/
1780348,ROUND,0.2,VVS2,E,EX,EX,VG,N,3.75-3.78×2.30,820.63,https://capitalwholesalediamonds.com/product/0-2-ct-round-89/
1791607,ROUND,0.3,VS1,K,GD,EX,VG,N,4.14-4.19×2.71,820.70,https://capitalwholesalediamonds.com/product/0-3-ct-round-5763/
1790921,ROUND,0.31,SI1,I,VG,GD,EX,F,4.33-4.36×2.70,821.58,https://capitalwholesalediamonds.com/product/0-31-ct-round-1161/
1788923,ROUND,0.3,SI1,I,VG,EX,VG,N,4.23-4.29×2.66,821.71,https://capitalwholesalediamonds.com/product/0-3-ct-round-5536/
1647830,ROUND,0.23,VS2,G,EX,EX,VG,N,3.86-3.91×2.46,821.91,https://capitalwholesalediamonds.com/product/0-23-ct-round-2489/
1783699,ROUND,0.29,VS1,J,EX,VG,VG,N,4.28-4.31×2.65,822.22,https://capitalwholesalediamonds.com/product/0-29-ct-round-101/
1787663,ROUND,0.3,VS2,K,VG,EX,GD,N,4.24-4.29×2.58,822.73,https://capitalwholesalediamonds.com/product/0-3-ct-round-5771/
1729275,ROUND,0.4,SI2,J,GD,VG,VG,F,4.57-4.63×3.00,823.40,https://capitalwholesalediamonds.com/product/0-4-ct-round-2199/
1586484,ROUND,0.19,VVS2,D,EX,VG,EX,N,3.72-3.74×2.28,824.43,https://capitalwholesalediamonds.com/product/0-19-ct-round-55/
1586479,ROUND,0.19,VVS2,D,EX,VG,VG,N,3.68-3.71×2.29,824.43,https://capitalwholesalediamonds.com/product/0-19-ct-round-56/
1586484,ROUND,0.19,VVS2,D,EX,VG,EX,N,3.72-3.74×2.28,824.43,https://capitalwholesalediamonds.com/product/0-19-ct-round-83/
1586479,ROUND,0.19,VVS2,D,EX,VG,VG,N,3.68-3.71×2.29,824.43,https://capitalwholesalediamonds.com/product/0-19-ct-round-84/
1750134,ROUND,0.37,SI2,H,VG,EX,VG,ST,4.59-4.62×2.86,824.52,https://capitalwholesalediamonds.com/product/0-37-ct-round-359/
1675257,ROUND,0.2,VS1,E,EX,EX,EX,N,3.74-3.77×2.31,824.69,https://capitalwholesalediamonds.com/product/0-2-ct-round-75/
1675255,ROUND,0.2,VS1,E,EX,EX,EX,N,3.72-3.75×2.34,824.69,https://capitalwholesalediamonds.com/product/0-2-ct-round-77/
1675257,ROUND,0.2,VS1,E,EX,EX,EX,N,3.74-3.77×2.31,824.69,https://capitalwholesalediamonds.com/product/0-2-ct-round-118/
1675255,ROUND,0.2,VS1,E,EX,EX,EX,N,3.72-3.75×2.34,824.69,https://capitalwholesalediamonds.com/product/0-2-ct-round-120/
1739938,ROUND,0.18,VVS2,F,EX,EX,EX,N,3.66-3.68×2.24,825.60,https://capitalwholesalediamonds.com/product/0-18-ct-round-50/
1739938,ROUND,0.18,VVS2,F,EX,EX,EX,N,3.66-3.68×2.24,825.60,https://capitalwholesalediamonds.com/product/0-18-ct-round-73/
1763858,ROUND,0.24,SI1,F,EX,EX,EX,N,4.05-4.07×2.43,826.34,https://capitalwholesalediamonds.com/product/0-24-ct-round-708/
1763858,ROUND,0.24,SI1,F,EX,EX,EX,N,4.05-4.07×2.43,826.34,https://capitalwholesalediamonds.com/product/0-24-ct-round-1080/
1783497,ROUND,0.3,VVS1,K,VG,EX,VG,N,4.36-4.40×2.59,826.78,https://capitalwholesalediamonds.com/product/0-3-ct-round-5716/
1675254,ROUND,0.2,VS1,E,EX,EX,EX,N,3.82-3.83×2.26,828.78,https://capitalwholesalediamonds.com/product/0-2-ct-round-119/
1772184,ROUND,0.4,SI1,L,EX,EX,VG,F,4.69-4.72×2.92,828.78,https://capitalwholesalediamonds.com/product/0-4-ct-round-2236/
1722004,ROUND,0.3,SI2,E,GD,VG,GD,N,4.18-4.26×2.62,828.79,https://capitalwholesalediamonds.com/product/0-3-ct-round-3770/
1791651,ROUND,0.3,VS2,L,EX,EX,EX,N,4.31-4.33×2.67,829.28,https://capitalwholesalediamonds.com/product/0-3-ct-round-5825/
1799568,ROUND,0.3,SI1,K,EX,EX,EX,N,4.31-4.32×2.68,829.30,https://capitalwholesalediamonds.com/product/0-3-ct-round-5789/
1799567,ROUND,0.3,SI1,K,EX,EX,EX,N,4.31-4.34×2.64,829.30,https://capitalwholesalediamonds.com/product/0-3-ct-round-5795/
1784864,ROUND,0.3,VS2,K,EX,VG,VG,F,4.29-4.32×2.70,829.32,https://capitalwholesalediamonds.com/product/0-3-ct-round-5770/
1779668,ROUND,0.3,VS2,K,EX,EX,VG,N,4.30-4.32×2.67,829.82,https://capitalwholesalediamonds.com/product/0-3-ct-round-5775/
1556445,ROUND,0.21,VVS2,E,EX,EX,EX,F,3.87-3.89×2.32,830.55,https://capitalwholesalediamonds.com/product/0-21-ct-round-93/
1556445,ROUND,0.21,VVS2,E,EX,EX,EX,F,3.87-3.89×2.32,830.55,https://capitalwholesalediamonds.com/product/0-21-ct-round-141/
1722523,ROUND,0.5,VS2,Q-R,EX,EX,EX,M,5.16-5.18×3.09,830.64,https://capitalwholesalediamonds.com/product/0-5-ct-round-5255/
1722523,ROUND,0.5,VS2,Q-R,EX,EX,EX,M,5.16-5.18×3.09,830.64,https://capitalwholesalediamonds.com/product/0-5-ct-round-7015/
1766656,ROUND,0.3,VS1,K,EX,EX,EX,M,4.28-4.30×2.69,831.34,https://capitalwholesalediamonds.com/product/0-3-ct-round-5749/
1772357,ROUND,0.31,VS1,K,VG,EX,VG,N,4.33-4.38×2.69,831.51,https://capitalwholesalediamonds.com/product/0-31-ct-round-1202/
1732444,ROUND,0.3,VVS2,K,VG,VG,VG,F,4.18-4.21×2.71,831.85,https://capitalwholesalediamonds.com/product/0-3-ct-round-5732/
1775145,ROUND,0.3,SI1,J,VG,EX,VG,M,4.34-4.40×2.57,832.33,https://capitalwholesalediamonds.com/product/0-3-ct-round-5698/
1799516,ROUND,0.3,VS2,K,EX,EX,EX,M,4.33-4.35×2.64,832.38,https://capitalwholesalediamonds.com/product/0-3-ct-round-5781/
1774054,ROUND,0.53,SI2,O-P,EX,EX,EX,N,5.18-5.21×3.25,832.43,https://capitalwholesalediamonds.com/product/0-53-ct-round-426/
1721725,ROUND,0.2,VS1,E,EX,EX,EX,N,3.77-3.78×2.28,832.46,https://capitalwholesalediamonds.com/product/0-2-ct-round-72/
1721727,ROUND,0.2,VS1,E,EX,EX,EX,N,3.79-3.81×2.31,832.46,https://capitalwholesalediamonds.com/product/0-2-ct-round-74/
1721728,ROUND,0.2,VS1,E,EX,EX,EX,N,3.79-3.83×2.26,832.46,https://capitalwholesalediamonds.com/product/0-2-ct-round-78/
1721725,ROUND,0.2,VS1,E,EX,EX,EX,N,3.77-3.78×2.28,832.46,https://capitalwholesalediamonds.com/product/0-2-ct-round-115/
1721727,ROUND,0.2,VS1,E,EX,EX,EX,N,3.79-3.81×2.31,832.46,https://capitalwholesalediamonds.com/product/0-2-ct-round-117/
1721728,ROUND,0.2,VS1,E,EX,EX,EX,N,3.79-3.83×2.26,832.46,https://capitalwholesalediamonds.com/product/0-2-ct-round-121/
1735227,ROUND,0.19,VVS2,F,EX,EX,EX,F,3.68-3.71×2.28,832.49,https://capitalwholesalediamonds.com/product/0-19-ct-round-72/
1763529,ROUND,0.3,VVS2,K,VG,EX,VG,F,4.17-4.21×2.66,832.83,https://capitalwholesalediamonds.com/product/0-3-ct-round-5728/
1618480,ROUND,0.18,IF,F,EX,EX,EX,F,3.70-3.73×2.24,833.24,https://capitalwholesalediamonds.com/product/0-18-ct-round-48/
1618480,ROUND,0.18,IF,F,EX,EX,EX,F,3.70-3.73×2.24,833.24,https://capitalwholesalediamonds.com/product/0-18-ct-round-71/
1769357,ROUND,0.3,VS1,L,EX,VG,VG,N,4.24-4.28×2.66,833.37,https://capitalwholesalediamonds.com/product/0-3-ct-round-5819/
1556401,ROUND,0.21,VS1,F,EX,EX,EX,N,3.82-3.84×2.39,833.44,https://capitalwholesalediamonds.com/product/0-21-ct-round-106/
1556401,ROUND,0.21,VS1,F,EX,EX,EX,N,3.82-3.84×2.39,833.44,https://capitalwholesalediamonds.com/product/0-21-ct-round-154/
1790927,ROUND,0.3,SI1,I,VG,EX,EX,N,4.38-4.41×2.64,837.46,https://capitalwholesalediamonds.com/product/0-3-ct-round-5517/
1799586,ROUND,0.3,SI2,H,GD,VG,GD,N,4.19-4.23×2.73,837.95,https://capitalwholesalediamonds.com/product/0-3-ct-round-5293/
1777253,ROUND,0.3,VS2,K,EX,VG,EX,N,4.25-4.28×2.67,838.41,https://capitalwholesalediamonds.com/product/0-3-ct-round-5765/
1754784,ROUND,0.32,VS1,K,EX,EX,EX,ST,4.38-4.40×2.68,838.83,https://capitalwholesalediamonds.com/product/0-32-ct-round-854/
1793018,ROUND,0.3,SI1,K,VG,VG,VG,N,4.18-4.23×2.67,838.92,https://capitalwholesalediamonds.com/product/0-3-ct-round-5785/
1586568,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.83×2.40,839.78,https://capitalwholesalediamonds.com/product/0-21-ct-round-68/
1556443,ROUND,0.21,VVS2,E,EX,EX,EX,F,3.78-3.80×2.38,839.78,https://capitalwholesalediamonds.com/product/0-21-ct-round-73/
1586568,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.83×2.40,839.78,https://capitalwholesalediamonds.com/product/0-21-ct-round-116/
1556443,ROUND,0.21,VVS2,E,EX,EX,EX,F,3.78-3.80×2.38,839.78,https://capitalwholesalediamonds.com/product/0-21-ct-round-121/
1787752,ROUND,0.29,SI1,G,VG,EX,GD,N,4.19-4.22×2.71,839.83,https://capitalwholesalediamonds.com/product/0-29-ct-round-90/
1576860,ROUND,0.19,VVS2,E,EX,EX,EX,N,3.67-3.70×2.27,840.50,https://capitalwholesalediamonds.com/product/0-19-ct-round-36/
1576860,ROUND,0.19,VVS2,E,EX,EX,EX,N,3.67-3.70×2.27,840.50,https://capitalwholesalediamonds.com/product/0-19-ct-round-64/
1586669,ROUND,0.18,IF,E,EX,EX,EX,N,3.59-3.61×2.26,840.83,https://capitalwholesalediamonds.com/product/0-18-ct-round-29/
1586661,ROUND,0.18,IF,E,EX,EX,EX,N,3.63-3.65×2.27,840.83,https://capitalwholesalediamonds.com/product/0-18-ct-round-37/
1586669,ROUND,0.18,IF,E,EX,EX,EX,N,3.59-3.61×2.26,840.83,https://capitalwholesalediamonds.com/product/0-18-ct-round-24/
1586661,ROUND,0.18,IF,E,EX,EX,EX,N,3.63-3.65×2.27,840.83,https://capitalwholesalediamonds.com/product/0-18-ct-round-60/
1802323,ROUND,0.22,VS1,F,EX,EX,EX,N,3.85-3.88×2.43,841.05,https://capitalwholesalediamonds.com/product/0-22-ct-round-66/
1802323,ROUND,0.22,VS1,F,EX,EX,EX,N,3.85-3.88×2.43,841.05,https://capitalwholesalediamonds.com/product/0-22-ct-round-100/
1778319,ROUND,0.36,VS1,N,EX,EX,EX,M,4.57-4.60×2.86,841.76,https://capitalwholesalediamonds.com/product/0-36-ct-round-584/
1790930,ROUND,0.3,SI1,J,VG,VG,GD,F,4.25-4.30×2.63,842.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-5688/
1789675,ROUND,0.3,VS1,K,VG,EX,VG,F,4.33-4.35×2.57,842.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-5745/
1590179,ROUND,0.5,SI2,M,VG,EX,VG,N,5.03-5.08×3.05,842.99,https://capitalwholesalediamonds.com/product/0-5-ct-round-4464/
1789740,ROUND,0.3,VS2,K,EX,EX,VG,N,4.29-4.32×2.61,843.02,https://capitalwholesalediamonds.com/product/0-3-ct-round-5769/
1739934,ROUND,0.23,VVS1,G,EX,EX,EX,F,3.89-3.92×2.44,843.34,https://capitalwholesalediamonds.com/product/0-23-ct-round-1623/
1739934,ROUND,0.23,VVS1,G,EX,EX,EX,F,3.89-3.92×2.44,843.34,https://capitalwholesalediamonds.com/product/0-23-ct-round-2437/
1662267,ROUND,0.2,VS1,F,EX,EX,EX,N,3.77-3.79×2.33,843.61,https://capitalwholesalediamonds.com/product/0-2-ct-round-81/
1662266,ROUND,0.2,VS1,F,EX,EX,EX,N,3.78-3.80×2.33,843.61,https://capitalwholesalediamonds.com/product/0-2-ct-round-82/
1662267,ROUND,0.2,VS1,F,EX,EX,EX,N,3.77-3.79×2.33,843.61,https://capitalwholesalediamonds.com/product/0-2-ct-round-124/
1662266,ROUND,0.2,VS1,F,EX,EX,EX,N,3.78-3.80×2.33,843.61,https://capitalwholesalediamonds.com/product/0-2-ct-round-125/
1586562,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.82×2.36,844.07,https://capitalwholesalediamonds.com/product/0-21-ct-round-65/
1586566,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.83×2.37,844.07,https://capitalwholesalediamonds.com/product/0-21-ct-round-66/
1618566,ROUND,0.21,VVS2,E,EX,EX,VG,N,3.84-3.85×2.30,844.07,https://capitalwholesalediamonds.com/product/0-21-ct-round-87/
1556442,ROUND,0.21,VVS2,E,EX,VG,EX,N,3.79-3.81×2.37,844.07,https://capitalwholesalediamonds.com/product/0-21-ct-round-88/
1586562,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.82×2.36,844.07,https://capitalwholesalediamonds.com/product/0-21-ct-round-113/
1586566,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.83×2.37,844.07,https://capitalwholesalediamonds.com/product/0-21-ct-round-114/
1618566,ROUND,0.21,VVS2,E,EX,EX,VG,N,3.84-3.85×2.30,844.07,https://capitalwholesalediamonds.com/product/0-21-ct-round-135/
1556442,ROUND,0.21,VVS2,E,EX,VG,EX,N,3.79-3.81×2.37,844.07,https://capitalwholesalediamonds.com/product/0-21-ct-round-136/
1571269,ROUND,0.18,IF,E,EX,EX,EX,N,3.68-3.69×2.19,844.78,https://capitalwholesalediamonds.com/product/0-18-ct-round-35/
1571269,ROUND,0.18,IF,E,EX,EX,EX,N,3.68-3.69×2.19,844.78,https://capitalwholesalediamonds.com/product/0-18-ct-round-58/
1788924,ROUND,0.3,SI1,I,EX,EX,EX,F,4.32-4.34×2.66,845.00,https://capitalwholesalediamonds.com/product/0-3-ct-round-5506/
1793015,ROUND,0.3,SI1,I,GD,VG,GD,N,4.09-4.16×2.74,845.00,https://capitalwholesalediamonds.com/product/0-3-ct-round-5523/
1791699,ROUND,0.3,SI1,K,EX,EX,EX,N,4.28-4.30×2.67,845.05,https://capitalwholesalediamonds.com/product/0-3-ct-round-5788/
1768633,ROUND,0.3,VS1,L,EX,EX,EX,N,4.28-4.30×2.69,845.05,https://capitalwholesalediamonds.com/product/0-3-ct-round-5818/
1802309,ROUND,0.19,VVS2,E,EX,EX,EX,N,3.70-3.73×2.32,845.64,https://capitalwholesalediamonds.com/product/0-19-ct-round-35/
1802309,ROUND,0.19,VVS2,E,EX,EX,EX,N,3.70-3.73×2.32,845.64,https://capitalwholesalediamonds.com/product/0-19-ct-round-63/
1799518,ROUND,0.3,VS2,K,EX,EX,VG,F,4.24-4.29×2.67,846.08,https://capitalwholesalediamonds.com/product/0-3-ct-round-5780/
1799511,ROUND,0.3,VS2,J,GD,EX,VG,F,4.16-4.22×2.71,847.03,https://capitalwholesalediamonds.com/product/0-3-ct-round-5668/
1782477,ROUND,0.4,IF,O-P,EX,EX,EX,N,4.77-4.80×2.92,847.70,https://capitalwholesalediamonds.com/product/0-4-ct-round-1155/
1598761,ROUND,0.23,VVS2,G,VG,VG,EX,N,3.86-3.87×2.48,848.40,https://capitalwholesalediamonds.com/product/0-23-ct-round-1649/
1802315,ROUND,0.23,VVS2,H,EX,EX,EX,F,3.89-3.92×2.46,848.40,https://capitalwholesalediamonds.com/product/0-23-ct-round-1684/
1598761,ROUND,0.23,VVS2,G,VG,VG,EX,N,3.86-3.87×2.48,848.40,https://capitalwholesalediamonds.com/product/0-23-ct-round-2463/
1802315,ROUND,0.23,VVS2,H,EX,EX,EX,F,3.89-3.92×2.46,848.40,https://capitalwholesalediamonds.com/product/0-23-ct-round-2498/
1694048,ROUND,0.19,VVS1,F,EX,EX,EX,N,3.65-3.68×2.28,848.52,https://capitalwholesalediamonds.com/product/0-19-ct-round-42/
1694048,ROUND,0.19,VVS1,F,EX,EX,EX,N,3.65-3.68×2.28,848.52,https://capitalwholesalediamonds.com/product/0-19-ct-round-70/
1795547,ROUND,0.3,SI1,K,EX,EX,EX,F,4.29-4.31×2.67,848.60,https://capitalwholesalediamonds.com/product/0-3-ct-round-5791/
1802057,ROUND,0.3,VS1,L,EX,EX,EX,F,4.26-4.29×2.67,848.60,https://capitalwholesalediamonds.com/product/0-3-ct-round-5814/
1586432,ROUND,0.21,VVS2,E,EX,VG,VG,N,3.81-3.83×2.39,848.68,https://capitalwholesalediamonds.com/product/0-21-ct-round-90/
1586432,ROUND,0.21,VVS2,E,EX,VG,VG,N,3.81-3.83×2.39,848.68,https://capitalwholesalediamonds.com/product/0-21-ct-round-138/
1673484,ROUND,0.18,IF,E,EX,EX,EX,N,3.66-3.67×2.18,848.73,https://capitalwholesalediamonds.com/product/0-18-ct-round-34/
1673484,ROUND,0.18,IF,E,EX,EX,EX,N,3.66-3.67×2.18,848.73,https://capitalwholesalediamonds.com/product/0-18-ct-round-57/
1702833,ROUND,0.56,SI1,Q-R,EX,EX,EX,F,5.25-5.28×3.29,849.06,https://capitalwholesalediamonds.com/product/0-56-ct-round-227/
1787567,ROUND,0.3,VS1,K,VG,EX,VG,N,4.23-4.27×2.70,849.60,https://capitalwholesalediamonds.com/product/0-3-ct-round-5744/
1729355,ROUND,0.3,SI1,I,VG,VG,GD,N,4.35-4.40×2.65,850.10,https://capitalwholesalediamonds.com/product/0-3-ct-round-5552/
1793990,ROUND,0.31,VVS1,O-P,EX,EX,EX,M,4.35-4.38×2.73,851.95,https://capitalwholesalediamonds.com/product/0-31-ct-round-518/
1598792,ROUND,0.23,VS2,E,VG,EX,VG,M,3.86-3.91×2.43,852.25,https://capitalwholesalediamonds.com/product/0-23-ct-round-1292/
1598792,ROUND,0.23,VS2,E,VG,EX,VG,M,3.86-3.91×2.43,852.25,https://capitalwholesalediamonds.com/product/0-23-ct-round-2106/
1790639,ROUND,0.4,SI1,M,VG,EX,VG,N,4.64-4.68×2.91,852.50,https://capitalwholesalediamonds.com/product/0-4-ct-round-2243/
1645327,ROUND,0.23,VVS2,D,VG,EX,EX,ST,3.87-3.90×2.43,852.64,https://capitalwholesalediamonds.com/product/0-23-ct-round-2530/
1800555,ROUND,0.3,VS1,K,VG,EX,VG,F,4.26-4.30×2.65,852.64,https://capitalwholesalediamonds.com/product/0-3-ct-round-5733/
1795493,ROUND,0.3,VS1,K,VG,EX,VG,N,4.38-4.40×2.58,852.64,https://capitalwholesalediamonds.com/product/0-3-ct-round-5743/
1675220,ROUND,0.21,VVS1,F,EX,EX,VG,N,3.84-3.86×2.31,853.30,https://capitalwholesalediamonds.com/product/0-21-ct-round-102/
1675220,ROUND,0.21,VVS1,F,EX,EX,VG,N,3.84-3.86×2.31,853.30,https://capitalwholesalediamonds.com/product/0-21-ct-round-150/
1523589,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.86-3.88×2.39,854.01,https://capitalwholesalediamonds.com/product/0-22-ct-round-50/
1618565,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.85-3.88×2.39,854.01,https://capitalwholesalediamonds.com/product/0-22-ct-round-52/
1576853,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.88-3.89×2.34,854.01,https://capitalwholesalediamonds.com/product/0-22-ct-round-54/
1576850,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.86-3.88×2.42,854.01,https://capitalwholesalediamonds.com/product/0-22-ct-round-56/
1523589,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.86-3.88×2.39,854.01,https://capitalwholesalediamonds.com/product/0-22-ct-round-84/
1618565,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.85-3.88×2.39,854.01,https://capitalwholesalediamonds.com/product/0-22-ct-round-86/
1576853,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.88-3.89×2.34,854.01,https://capitalwholesalediamonds.com/product/0-22-ct-round-88/
1576850,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.86-3.88×2.42,854.01,https://capitalwholesalediamonds.com/product/0-22-ct-round-90/
1759194,ROUND,0.3,VS2,K,EX,EX,EX,N,4.33-4.35×2.66,855.16,https://capitalwholesalediamonds.com/product/0-3-ct-round-5766/
1757067,ROUND,0.3,VVS2,K,VG,EX,EX,F,4.24-4.26×2.65,855.71,https://capitalwholesalediamonds.com/product/0-3-ct-round-5731/
1802320,ROUND,0.2,VS1,D,EX,EX,EX,N,3.71-3.73×2.34,856.49,https://capitalwholesalediamonds.com/product/0-2-ct-round-128/
1675253,ROUND,0.21,VS1,E,EX,EX,EX,N,3.83-3.85×2.35,857.18,https://capitalwholesalediamonds.com/product/0-21-ct-round-97/
1675252,ROUND,0.21,VS1,E,EX,EX,EX,N,3.84-3.87×2.32,857.18,https://capitalwholesalediamonds.com/product/0-21-ct-round-98/
1675251,ROUND,0.21,VS1,E,EX,EX,EX,N,3.88-3.90×2.33,857.18,https://capitalwholesalediamonds.com/product/0-21-ct-round-99/
1675253,ROUND,0.21,VS1,E,EX,EX,EX,N,3.83-3.85×2.35,857.18,https://capitalwholesalediamonds.com/product/0-21-ct-round-145/
1675252,ROUND,0.21,VS1,E,EX,EX,EX,N,3.84-3.87×2.32,857.18,https://capitalwholesalediamonds.com/product/0-21-ct-round-146/
1675251,ROUND,0.21,VS1,E,EX,EX,EX,N,3.88-3.90×2.33,857.18,https://capitalwholesalediamonds.com/product/0-21-ct-round-147/
1754096,ROUND,0.32,VS1,L,EX,EX,EX,N,4.38-4.40×2.73,857.20,https://capitalwholesalediamonds.com/product/0-32-ct-round-863/
1598773,ROUND,0.23,VS1,F,VG,VG,VG,N,3.91-3.94×2.47,857.34,https://capitalwholesalediamonds.com/product/0-23-ct-round-2355/
1598801,ROUND,0.23,VS2,F,EX,VG,VG,F,3.95-3.97×2.43,857.34,https://capitalwholesalediamonds.com/product/0-23-ct-round-2393/
1581560,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.78-3.80×2.39,857.56,https://capitalwholesalediamonds.com/product/0-21-ct-round-67/
1581560,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.78-3.80×2.39,857.56,https://capitalwholesalediamonds.com/product/0-21-ct-round-115/
1655426,ROUND,0.23,VS1,G,EX,EX,EX,N,3.91-3.93×2.44,858.47,https://capitalwholesalediamonds.com/product/0-23-ct-round-1667/
1618658,ROUND,0.23,VS1,G,EX,EX,EX,N,3.92-3.95×2.42,858.47,https://capitalwholesalediamonds.com/product/0-23-ct-round-1668/
1655426,ROUND,0.23,VS1,G,EX,EX,EX,N,3.91-3.93×2.44,858.47,https://capitalwholesalediamonds.com/product/0-23-ct-round-2481/
1618658,ROUND,0.23,VS1,G,EX,EX,EX,N,3.92-3.95×2.42,858.47,https://capitalwholesalediamonds.com/product/0-23-ct-round-2482/
1747773,ROUND,0.3,VVS2,I,VG,VG,GD,N,4.42-4.44×2.53,858.74,https://capitalwholesalediamonds.com/product/0-3-ct-round-5355/
1802316,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.90-3.92×2.45,858.86,https://capitalwholesalediamonds.com/product/0-23-ct-round-2500/
1780347,ROUND,0.2,VVS2,E,EX,EX,EX,F,3.81-3.83×2.31,859.52,https://capitalwholesalediamonds.com/product/0-2-ct-round-48/
1780347,ROUND,0.2,VVS2,E,EX,EX,EX,F,3.81-3.83×2.31,859.52,https://capitalwholesalediamonds.com/product/0-2-ct-round-91/
1784790,ROUND,0.3,VS1,J,VG,VG,GD,M,4.28-4.35×2.56,859.70,https://capitalwholesalediamonds.com/product/0-3-ct-round-5602/
1735217,ROUND,0.18,IF,E,EX,EX,EX,N,3.69-3.72×2.21,860.01,https://capitalwholesalediamonds.com/product/0-18-ct-round-28/
1735217,ROUND,0.18,IF,E,EX,EX,EX,N,3.69-3.72×2.21,860.01,https://capitalwholesalediamonds.com/product/0-18-ct-round-11/
1799467,ROUND,0.3,VS1,K,VG,EX,VG,N,4.30-4.31×2.62,860.24,https://capitalwholesalediamonds.com/product/0-3-ct-round-5742/
1795448,ROUND,0.3,VVS1,L,EX,EX,VG,N,4.29-4.32×2.67,860.24,https://capitalwholesalediamonds.com/product/0-3-ct-round-5805/
1779733,ROUND,0.3,SI2,D,VG,EX,GD,N,4.26-4.31×2.60,860.29,https://capitalwholesalediamonds.com/product/0-3-ct-round-6410/
1770913,ROUND,0.3,VVS2,K,EX,EX,EX,F,4.38-4.40×2.61,860.73,https://capitalwholesalediamonds.com/product/0-3-ct-round-5727/
1556402,ROUND,0.21,VS1,F,EX,EX,EX,N,3.88-3.89×2.33,861.11,https://capitalwholesalediamonds.com/product/0-21-ct-round-104/
1556403,ROUND,0.21,VS1,F,EX,EX,EX,N,3.86-3.88×2.32,861.11,https://capitalwholesalediamonds.com/product/0-21-ct-round-105/
1556402,ROUND,0.21,VS1,F,EX,EX,EX,N,3.88-3.89×2.33,861.11,https://capitalwholesalediamonds.com/product/0-21-ct-round-152/
1556403,ROUND,0.21,VS1,F,EX,EX,EX,N,3.86-3.88×2.32,861.11,https://capitalwholesalediamonds.com/product/0-21-ct-round-153/
1745841,ROUND,0.35,VVS1,K,EX,EX,EX,ST,4.50-4.52×2.81,861.49,https://capitalwholesalediamonds.com/product/0-35-ct-round-1612/
1780332,ROUND,0.18,IF,E,EX,EX,EX,N,3.69-3.71×2.26,861.51,https://capitalwholesalediamonds.com/product/0-18-ct-round-32/
1780332,ROUND,0.18,IF,E,EX,EX,EX,N,3.69-3.71×2.26,861.51,https://capitalwholesalediamonds.com/product/0-18-ct-round-55/
1751616,ROUND,0.3,VS1,K,EX,EX,EX,F,4.38-4.41×2.60,861.76,https://capitalwholesalediamonds.com/product/0-3-ct-round-5752/
1598781,ROUND,0.24,VS1,H,VG,VG,VG,N,4.03-4.04×2.39,862.00,https://capitalwholesalediamonds.com/product/0-24-ct-round-732/
